cluster_type,cluster_id,member_count,document_count,documents,sample_text,member_block_ids
template,TEMPLATE-016,4,4,netgear-r6350.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,**To display the statistics of the Internet port:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Enter **http://www.routerlogin.net**. A login window opens. 3. Enter the router admin user name and password. The user name is **admin**. The passw,8797aa97-5d6c-50dc-aa5e-f2974c7ee729;42130aae-eac0-5ac7-a846-a6c53650dc9e;b87ad35e-a696-5e21-9a61-0c67caa43972;ddc09136-a105-5cb9-b53f-e28a6e110d9c
template,TEMPLATE-017,4,4,netgear-r7000.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,**To edit a port forwarding entry:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Enter **http://www.routerlogin.net**. A login window opens. 3. Enter the router user name and password. The user name is **admin**. The password is the one that y,3d1146f4-9329-5a7a-b415-bec9f4383989;c2704dca-8973-5ecf-af15-2fedb90d9ea4;2ed0f550-d321-5128-adb1-e9c20e3caf10;eba2b965-24f9-5445-b347-0603bdb1b5b1
template,TEMPLATE-018,5,5,netgear-r6350.pdf;netgear-r7000.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,**To edit a reserved address entry:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Enter **http://www.routerlogin.net**. A login window opens. 3. Enter the router admin user name and password. The user name is **admin**. The password is the one,58705265-85c2-53cb-9a31-985904b45791;c03fece9-71eb-590c-bc23-3d5a9d175b2b;79da6936-bc1d-53fc-b043-434193a77ba9;1be33f2b-4682-5836-9ce0-8b2da0854ebd;56457cf2-6dc5-5268-ad7e-673ed5c71554
template,TEMPLATE-019,4,4,netgear-r7000.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,**To edit a static route:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Enter **http://www.routerlogin.net**. A login window opens. 3. Enter the router admin user name and password. The user name is **admin**. The password is the one that you ,c6d56bf0-07ac-59cd-b10e-a8602b7c525b;86faf957-363b-599c-8ec9-4675a7d0bbd5;bece1ab6-7c5f-5357-ae8a-93d0618f4693;fa04607d-bb42-5852-a744-4d283facfea4
template,TEMPLATE-020,2,2,netgear-r7000.pdf;netgear-raxe500.pdf,**To enable port triggering:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Enter **http://www.routerlogin.net**. A login window opens. 3. Enter the router admin user name and password. The user name is **admin**. The password is the one that y,d3434e35-bd8e-5fb1-abf1-dc473fa6e873;575c6b1c-9e4b-56a9-bd75-b674c7cc08ea
template,TEMPLATE-021,2,2,netgear-rax120.pdf;netgear-rax50.pdf,**To enable port triggering:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Enter **http://www.routerlogin.net**. A login window opens. 3. Enter the router admin user name and password. The user name is **admin**. The password is the one that y,e73565d7-c70f-5c33-90a9-dde4b0e36036;340cd592-e47c-5cb9-a17f-b6986fbed3b6
template,TEMPLATE-022,3,3,netgear-r6350.pdf;netgear-r7000.pdf;netgear-raxe500.pdf,"**To find and select the WiFi network:** 1. Make sure that the router is receiving power (its Power LED is lit). 2. On your computer or WiFi device, find and select the WiFi network. The WiFi network name is on the router label. 3. Join the WiFi network and enter the WiFi password. The password is o",973675a2-5b9b-5f2a-90c6-c2c5661fd7b9;b1147279-285c-50dc-965c-7722351f3563;a3662689-f8b9-5c28-8c0a-b2185487bec9
template,TEMPLATE-023,4,4,netgear-r7000.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,"**To forward specific incoming protocols:** 1. Decide which type of service, application, or game you want to provide. 2. Find the local IP address of the computer on your network that will provide the service. The server computer must always use the same IP address. 3. Assign the server computer a ",950af6c7-f0a7-53f2-98a7-e6b7fc48a29a;bd4c95a1-759d-5ce0-931c-626479b66080;c7c359bd-2333-5cb5-a40c-a7522e5d092b;ef02c560-d698-5462-b1e8-306a7f140b12
template,TEMPLATE-024,6,6,netgear-r6350.pdf;netgear-r7000.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf;netgear-xr500.pdf,"**To map the USB storage device to a Windows network drive:** 1. Connect a USB storage device to a USB port on your router. 2. If your USB storage device uses a power supply, connect it. You must use the power supply when you connect the USB storage device to the router. When you connect the USB sto",99499532-5b21-5760-a622-cfdce7cb36f4;12d64457-dfc6-5d29-aa0d-90e9f872858e;67d37d9f-924e-5891-a590-5e0456de8190;38935138-fe5f-53d0-96cd-d82b39ade28f;beab9bff-68a2-5fc2-b90b-78ecc9a9d1bb;4e8b339d-c5a5-5e03-8c6a-81a9ed35b46a
template,TEMPLATE-025,2,2,netgear-r7000.pdf;netgear-raxe500.pdf,**To reserve an IP address:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Enter **http://www.routerlogin.net**. A login window opens. 3. Enter the router admin user name and password. The user name is **admin**. The password is the one that yo,1ffc5577-ba76-5c13-96f7-9639c441a28b;f2e671d8-fc06-516e-a030-49f849e9bcc9
template,TEMPLATE-026,2,2,netgear-rax120.pdf;netgear-rax50.pdf,**To reserve an IP address:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Enter **http://www.routerlogin.net**. A login window opens. 3. Enter the router admin user name and password. The user name is **admin**. The password is the one that yo,ebd82415-b17d-5082-8472-3811a168faaf;d9126cb8-c360-58f8-aa45-792ae9ed2942
template,TEMPLATE-027,5,5,netgear-r6350.pdf;netgear-r7000.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,**To restore configuration settings that you backed up:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Enter **http://www.routerlogin.net**. A login window opens. 3. Enter the router admin user name and password. The user name is **admin**. The,938592e1-dee5-5cd2-8afa-57a8eaba29ca;fb23ab13-e522-5a5c-a80f-07d1721bf673;71c44f89-9408-566a-8009-071204b133f5;98cfa2a4-509e-5858-8e32-2a914f7b5f31;95f03e54-32c4-532b-90b9-d99dca0703d6
template,TEMPLATE-028,3,3,netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,**To set up a fixed IPv6 Internet connection:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Enter **http://www.routerlogin.net**. A login window opens. 3. Enter the router admin user name and password. The user name is **admin**. The password ,4a9ce789-e3b1-555b-a082-3e0ead079683;db5f8935-dde2-5c3a-bfa8-a2300f62d0ab;5ffc76ec-562d-5557-911f-c46c77ba633f
template,TEMPLATE-029,2,2,netgear-r7000.pdf;netgear-raxe500.pdf,**To set up a PPPoE IPv6 Internet connection:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Enter **http://www.routerlogin.net**. A login window opens. 3. Enter the router admin user name and password. The user name is **admin**. The password ,b3bbb7b6-6221-5146-8dbd-cdde9357f46e;f2626b4f-ec75-565c-aad5-50019b2dd1b4
template,TEMPLATE-030,2,2,netgear-rax120.pdf;netgear-rax50.pdf,**To set up a PPPoE IPv6 Internet connection:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Enter **http://www.routerlogin.net**. A login window opens. 3. Enter the router admin user name and password. The user name is **admin**. The password ,6e92a69d-373f-5098-bee7-50bde9df8f04;84c85809-aca9-59ec-93c0-ca4292209b4e
template,TEMPLATE-031,3,3,netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,**To set up a static route:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Enter **http://www.routerlogin.net**. A login window opens. 3. Enter the router admin user name and password. The user name is **admin**. The password is the one that yo,bc8337d2-3872-5618-b506-0d822d45e4b2;28c314aa-4846-57ee-8e79-45904dfd82a9;1cca40db-a372-5b75-8871-a228a236a732
template,TEMPLATE-032,2,2,netgear-rax120.pdf;netgear-rax50.pdf,**To set up an IPv6 Internet connection through auto configuration:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Enter **http://www.routerlogin.net**. A login window opens. 3. Enter the router admin user name and password. The user name is **,bfb01473-83e4-52e3-ab1d-0f74fe7aa76f;e87e22a2-a89c-58a7-9ff2-ff82463e19a7
template,TEMPLATE-033,4,4,netgear-r7000.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,**To set up an IPv6 Internet connection through autodetection:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Enter **http://www.routerlogin.net**. A login window opens. 3. Enter the router admin user name and password. The user name is **admin,b599fbfb-3343-57c9-9850-044f73b384dd;269f6592-29ff-59aa-bc70-068bab8f5d37;ee07852d-b609-5f27-bc97-a2f0b1878979;9a7f1203-3a55-523e-9165-6b75f8b0e5b7
template,TEMPLATE-034,2,2,netgear-r7000.pdf;netgear-raxe500.pdf,**To set up an IPv6 Internet connection with a DHCP server:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Enter **http://www.routerlogin.net**. A login window opens. 3. Enter the router admin user name and password. The user name is **admin**.,e31d999c-67c2-5b3d-b8af-b7c8a950fac4;787ded8d-2851-5792-9481-a934897e080a
template,TEMPLATE-035,2,2,netgear-rax120.pdf;netgear-rax50.pdf,**To set up an IPv6 Internet connection with a DHCP server:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Enter **http://www.routerlogin.net**. A login window opens. 3. Enter the router admin user name and password. The user name is **admin**.,dc422621-24b7-54e5-a4f4-04d08a64a03c;5c7cdd1d-9c90-5e6d-ab8c-3d5c3661a3fe
template,TEMPLATE-036,5,5,netgear-r6350.pdf;netgear-r7000.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,**To set up Dynamic DNS and register for a free NETGEAR account:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Enter **http://www.routerlogin.net**. A login window opens. 3. Enter the router admin user name and password. The user name is **adm,48bda8e9-7b0c-5d95-820a-fe1083ab0fe3;783c82c2-918a-5720-bef4-85781ad2af99;f54b1f1e-caf6-5cc7-8ff2-e7a5c4f0271f;c61b475f-2cda-58b2-a65a-bce377f0dd23;b9c49a73-9552-585d-be43-2c72259fffb1
template,TEMPLATE-037,2,2,netgear-r7000.pdf;netgear-raxe500.pdf,**To set up FTP access:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Enter **http://www.routerlogin.net**. A login window opens. 3. Enter the router admin user name and password. The user name is **admin**. The password is the one that you sp,7bc54898-3a09-5f69-a7a4-3aef1cc99047;dfd26dbb-425e-581f-b9d2-3d4185eed488
template,TEMPLATE-038,2,2,netgear-r6350.pdf;netgear-r7000.pdf,**To set up remote management:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Enter **http://www.routerlogin.net**. A login window opens. 3. Enter the router admin user name and password. The user name is **admin**. The password is the one that,ca6f126f-0768-5543-9bb1-a7cd099fd58f;79d677ad-2fef-50d3-92dd-c07a6df0f14e
template,TEMPLATE-039,5,5,netgear-r6350.pdf;netgear-r7000.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,"**To set up your personal account and use FTP:** 1. Get your NETGEAR Dynamic DNS domain name. For more information, see Set up a new Dynamic DNS account on page 106. 2. Make sure that your Internet connection is working. Your router must use a direct Internet connection. It cannot connect to a diffe",22b830a9-80b3-5521-8da6-3e9b6ddb8b15;6c16af8f-3eed-550c-ad09-044555f44402;4866129d-86cf-5dd4-a4d5-db16c9297fdd;d434736e-17ba-54e8-bb5b-3b2f8356eb81;d030ab6c-b7b3-5783-a986-4b1a3598b38d
template,TEMPLATE-040,4,4,netgear-r7000.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,**To set your time zone:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Enter **http://www.routerlogin.net**. A login window opens. 3. Enter the router admin user name and password. The user name is **admin**. The password is the one that you s,1c87234f-8aff-560c-8028-20099626deb5;5f21bf59-b1a4-5c68-923b-d8f5d1fb5903;0e390b06-fbf5-5686-98c1-f58bf84eb35d;8533530e-9001-5a31-a453-6077909ff031
template,TEMPLATE-041,3,3,netgear-r6350.pdf;netgear-r7000.pdf;netgear-rax50.pdf,**To specify the Internet connection settings:** 1. Launch a web browser from a computer or mobile device that is connected to therouter network. 2. Enter **http://www.routerlogin.net**. A login window opens. 3. Enter the router admin user name and password. The user name is **admin**. The password ,bc5026ce-9daf-5a38-a45c-8f6f353a91c7;3ff9be43-5715-56e3-841b-b0a52c53d0cb;1771f9f5-f2ad-57ac-a5dc-a46cd7622b32
template,TEMPLATE-042,6,6,netgear-r6350.pdf;netgear-r7000.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf;netgear-xr500.pdf,"**To test the path from a Windows-based computer to a remote device:** 1. From the Windows toolbar, click the **Start** button and select **Run**. 2. In the Windows Run window, type **ping -n 10** *<IP address>* where *<IP address>* is the IP address of a remote device such as your ISP DNS server. I",3b16622f-2234-5fed-adf6-69cc491ea918;57e4bd0c-1f9c-5965-be15-b5de64a53388;a57ec6c5-b0e2-5468-95b3-86df9ea89365;d6a2438e-ce2e-5744-b23d-64355bb7f3b2;f538d8c7-6ab2-54f4-a65c-e57d69c71e3b;ef2a9f94-763d-59e9-b3cb-078eef151b33
template,TEMPLATE-043,4,4,netgear-r7000.pdf;netgear-rax120.pdf;netgear-raxe500.pdf;netgear-xr500.pdf,"**To turn the WiFi radios off and on with the WiFi On/Off button:** Press the **WiFi On/Off** button on the top of the router for two seconds. If you turned off the WiFi radios, the WiFi On/Off LED and the WPS LED turn off. If you turned on the WiFi radios, the WiFi On/Off LED and the WPS LED light.",dc35cd5e-b23a-5e7b-aab7-9e6ad0d8b7b8;b6cc7aff-44a9-5be7-9857-6f294095095e;b270b282-ddfc-5883-a9a9-a5c6e89c78f1;d69824d7-45b6-521e-a423-b608947134d5
template,TEMPLATE-044,3,3,netgear-r6350.pdf;netgear-r7000.pdf;netgear-xr500.pdf,"**To use remote access:** 1. Launch a web browser on a computer that is not on your home network. 2. Type your router’s WAN IP address into your browser’s address or location field followed by a colon (:) and the custom port number. For example, if your external address is 134.177.0.123 and you use ",12dad281-8f10-5bdd-9516-33bed9a6e3ba;c63a4385-d5ca-500b-bb85-d656176fdbe2;14b57c4b-4261-5548-ac01-6cc717113e28
template,TEMPLATE-045,2,2,netgear-r7000.pdf;netgear-rax50.pdf,**To view or change the basic Internet setup:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Enter **http://www.routerlogin.net**. A login window opens. 3. Enter the router admin user name and password. The user name is **admin**. The password ,d0653d09-42fb-5c23-be13-108c6bb1d370;5ee4415f-7073-5907-bfa6-71ba7202cccb
template,TEMPLATE-046,2,2,netgear-r7000.pdf;netgear-rax50.pdf,"A guest network allows visitors to use the Internet without using your WiFi security password or with a different WiFi password. By default, the guest WiFi network is disabled. You can enable and configure the guest WiFi network for each WiFi band. The router simultaneously supports the 2.4 GHz band",ea3745ca-4683-568d-9be9-698245bac67a;4992ee82-9f24-5875-a9b2-20166c42e272
template,TEMPLATE-047,3,3,netgear-rax120.pdf;netgear-rax50.pdf;netgear-xr500.pdf,"A virtual private network (VPN) lets you use the Internet to securely access your network when you aren’t home. This type of VPN access is called a client-to-gateway tunnel. The computer is the client, and the router is the gateway. To use the VPN feature, you must do the following: • Log in to the ",792e9240-5fe7-59a7-8568-d2660d4bd799;a13c3553-78f9-5ede-9cd9-390daad977b6;4bea8038-9d9a-5679-b309-7d16a2e0eeb2
template,TEMPLATE-048,3,3,netgear-r6350.pdf;netgear-r7000.pdf;netgear-raxe500.pdf,"A virtual private network (VPN) lets you use the Internet to securely access your network when you aren’t home. This type of VPN access is called a client-to-gateway tunnel. The computer is the client, and the router is the gateway. To use the VPN feature, you must log in to the router and enable VP",f9ad8237-b940-5dc2-8324-e0c13ae2416e;15c023d1-7e9a-592e-8b62-0ff32fbdba8d;98ccf5bb-b3e3-5845-bdf3-0ece4cc86891
template,TEMPLATE-049,5,5,netgear-r6350.pdf;netgear-r7000.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,"After you turn on power to the router, verify that the following sequence of events occurs: 1. When power is first applied, verify that the Power LED is lit. 2. After about two minutes, verify the following: • The Power LED is lit. • The Internet LED is lit. • The WiFi LED is lit (unless you turned ",b27b612a-5c9c-5c3a-bfbf-41380f330f63;262ff6ae-df0c-585e-bed0-094aea4c3092;53092283-1630-580a-ae86-48bf4df08b16;21ccea99-0207-56f5-9a25-6825b90b3b6b;783a8e52-9803-5b2d-be02-7ecc5d1f960e
template,TEMPLATE-050,3,2,netgear-rax120.pdf;netgear-rax50.pdf,"AX WiFi improves your network’s capacity, Internet upload and download speeds, and WiFi range by allowing WiFi traffic from different devices to be concurrently managed. To do this, AX WiFi uses Orthogonal Frequency-Division Multiple-Access (OFDMA), 4x4 multi-user MIMO, and intelligent scheduling. A",69c05c19-a059-5b0b-b939-5b35746470fd;b19ab74d-3e56-5b7a-9a6b-cc50c31804e0;684e63e0-b298-5126-8bf3-02cd19690596
template,TEMPLATE-051,4,4,netgear-r6350.pdf;netgear-r7000.pdf;netgear-rax120.pdf;netgear-xr500.pdf,"Before you back up a large amount of data with Time Machine, we recommend that you follow this procedure. **To prepare to back up a large amount of data:** 1. Upgrade the operating system of the Mac computer. 2. Verify and repair the backup disk and the local disk. 3. Verify and repair the permissio",6b3d0151-b57d-531d-a1b7-3c7c00f827c7;8eae853b-e198-5bdf-9138-1f23b9289367;e33a569c-4d4b-5980-bb49-1ddc090aa2c7;6d199986-a8f1-587d-9ed0-55361733df1f
template,TEMPLATE-052,3,3,netgear-r7000.pdf;netgear-rax120.pdf;netgear-raxe500.pdf,"Before you install your router, extend the antennas as shown in the following figure. Figure 4. Position the antennas",3a1734ad-bf5d-5755-a2dc-e3c8ff267eaa;aa3b1203-d4b7-598a-a240-e7a404e17934;0cc898f1-9c6e-5982-9bab-2fd9bfe720d5
template,TEMPLATE-053,3,3,netgear-r7000.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,"Before you physically disconnect a USB storage device from the router USB port, log in to the router and take the USB storage device offline. **To remove a USB storage device safely:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Enter **http:/",f53d0043-7e92-5117-9828-95f8161455a0;d11a025c-810a-5cee-85ba-56d4a6ac96f6;eaa8444a-32f2-5dda-9a31-ec9949be4c14
template,TEMPLATE-054,4,4,netgear-r6350.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,"By default, the language that displays when you log in to the router web interface is set to Auto. **To change the language:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Enter **http://www.routerlogin.net**. A login window opens. 3. Enter the",828f4d55-febe-5dbd-a701-f2a193bb73b3;dfee3773-69cd-5ee3-b119-604a4e77696d;530e409d-b4d7-5f03-9c6f-e386dd983ae8;eae3c8b9-6532-5ee3-be50-bdecc1738439
template,TEMPLATE-055,4,4,netgear-r7000.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,"By default, the router acts as a DHCP server. The router assigns IP, DNS server, and default gateway addresses to all computers connected to the LAN. The assigned default gateway address is the LAN address of the router. You can use another device on your network as the DHCP server or specify the ne",c5b7a190-89b3-5c81-9acd-0435214b816d;53656349-6299-5e05-8f28-86238d09b54a;4e4130d9-8486-53ba-8a39-75b60fe1e008;8dba79ed-9bf8-5cb2-833b-a493317e765e
template,TEMPLATE-056,3,3,netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,"By default, the router acts as a Dynamic Host Configuration Protocol (DHCP) server. The router assigns IP, DNS server, and default gateway addresses to all computers connected to the LAN. The assigned default gateway address is the LAN address of the router. These addresses must be part of the same ",3a3c26ae-1836-5453-b7c4-c85f35296488;a6f5bbc3-e697-5aa5-bbe8-9237b93ff804;01cd477a-47d2-5fed-a150-f3482022089e
template,TEMPLATE-057,2,2,netgear-rax120.pdf;netgear-rax50.pdf,"By default, the router is set up to allow VPN connections only to your home network, but you can change the settings to allow Internet access. Accessing the Internet remotely through a VPN might be slower than accessing the Internet directly. **To allow VPN clients to use your home Internet service:",23430790-70a6-50ac-80b3-35ee1e5831c7;18c41429-7bbd-5c17-800b-8d459d0ddf59
template,TEMPLATE-058,4,4,netgear-r6350.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,"By default, the router uses standard LED settings.",da60cb92-8d65-5aae-afac-7d030c7679cf;19e03d29-379e-5c70-aef8-bc0dd4ff222d;48cb81fd-084d-5c51-9e7e-697baa4ec6f4;fcd0539a-db5a-518b-80e5-b93ab799accc
template,TEMPLATE-059,2,1,netgear-r7000.pdf,"By default, the router uses the NETGEAR NTP server to sync the network time. You can change the NTP server to your preferred NTP server. **To change the NTP server to your preferred NTP server:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Ent",d4980606-c8d1-5aca-adbe-96e35254c9e1;e0a29d83-bb4e-5486-bac0-906091d1c384
template,TEMPLATE-060,3,3,netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,"By default, the router uses the NETGEAR NTP server to sync the network time. You can change the NTP server to your preferred NTP server. **To set the NTP server:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Enter **http://www.routerlogin.net*",db961a8c-9ae1-5b21-8b0a-91612be11df4;44e7186a-d80b-519f-b7c8-793cc38b95ad;29f43702-7db0-5452-b0a7-d5a2155c5b59
template,TEMPLATE-061,3,3,netgear-r7000.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,File Transfer Protocol (FTP) lets you download (receive) and upload (send) large files faster. **To enable FTP access within your network:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Enter **http://www.routerlogin.net**. A login window opens,63bc8350-f409-5083-aac5-1ec432315249;540adef2-c527-5db1-bc2f-8ce012c8629e;c0a0a256-1dcf-56d0-bcac-4e100bd17821
template,TEMPLATE-062,2,2,netgear-rax120.pdf;netgear-rax50.pdf,"For almost all Internet traffic, routes are automatically and dynamically selected. You can also set up a fixed, static route. Typically, you only need to add static routes when you have more than one router or multiple IP subnets on your network. As an example of when a static route is needed, cons",cad39326-b673-5a17-908d-458d60b7924a;7da5e59b-bf21-51df-a65d-df2d9e015b1f
template,TEMPLATE-063,2,2,netgear-r7000.pdf;netgear-xr500.pdf,"For each computer, after you click the **Connect** and **Disconnect** buttons once, the utility automatically manages the printing queue. By default, the utility starts automatically whenever you log on to Windows and runs in the background. **To print a document using the NETGEAR USB Control Center",ea698470-b732-5eb5-92d3-6b376673b14e;90bbdb2b-c64c-5bd8-94b9-5c7eb16c8994
template,TEMPLATE-064,3,3,netgear-rax120.pdf;netgear-rax50.pdf;netgear-rbk852.pdf,"For the VPN connection to work, your computer or device (the VPN client) must be connected to a network that uses a different LAN IP address scheme than your router. The default LAN IP address scheme for the router is 192.168.1.x. (The most common IP schemes are 192.168.x.x, 172.x.x.x, and 10.x.x.x.",bf69a6ec-f1d8-59ef-9f24-3e6f511b61a6;fa2fab6b-991d-5add-b533-ed842f8d4542;50c2a810-6f38-5e61-90a1-7b9775ee8625
template,TEMPLATE-065,2,2,netgear-rax120.pdf;netgear-rax50.pdf,"From a computer or device on the network, you can access a storage device that is connected to the router. **To access the device from a Mac:** 1. Connect a USB storage device to a USB port on your router. 2. If your USB storage device uses a power supply, connect it. You must use the power supply w",ef4a3855-0444-5b9c-89e6-56bbbb0b3a68;bd446c14-3b3a-52e8-a725-915abc27f136
template,TEMPLATE-066,3,3,netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,"If the devices that are connected to the router’s Ethernet LAN port or WiFi network include an IPTV device, your ISP might require you to set up a bridge for a port group for the router’s Internet interface. A bridge with a port group prevents packets that are sent between the IPTV device and the ro",91c51a45-4438-5fd7-8259-87a71e542abf;2b5d938a-b1e8-5d4a-ba62-4db61c7c1ca2;2f3115a8-1163-5a5b-acdb-0e08431da1a4
template,TEMPLATE-067,2,2,netgear-rax120.pdf;netgear-raxe500.pdf,"If the devices that are connected to the router’s Ethernet LAN ports or WiFi network include an IPTV device, your ISP might require you to set up a bridge for a VLAN tag group for the router’s Internet interface. If you are subscribed to IPTV service, the router might require VLAN tags to distinguis",17ab9b62-91e6-5cbb-8b64-c61ffa950c4a;2a1bf140-8dee-5ac4-98a4-1486d8609428
template,TEMPLATE-068,4,4,netgear-r6350.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,"If the Internet LED or Ethernet LAN port LEDs do not light when an Ethernet connection is made, check the following: • Make sure that the Ethernet cable connections are secure at the router and at the modem or computer. • Make sure that power is turned on to the connected modem or computer. • Be sur",0a3e9e25-c2a0-5ff5-9ea7-dfcd3a28faec;dc920b05-a85c-5eba-9f83-24422f755c6c;67345d86-29ac-5778-8a68-f1ea126891ba;5bdfc738-6759-5989-8593-c136736f1af8
template,TEMPLATE-069,6,6,netgear-r6350.pdf;netgear-r7000.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf;netgear-xr500.pdf,"If the router does not save the changes that you make in the router web interface, do the following: • When entering configuration settings, always click the **Apply** button before moving to another page or tab, or your changes are lost. • Click the **Refresh** or **Reload** button in the web brows",89d07740-bf45-5a3f-aae9-8ef36cc53998;f734ce15-6ddb-5765-9867-96cc53a05040;5248213a-8c94-5110-b8b4-37fc33d44bb1;8a1f36b5-aaaa-557d-a7c6-8b9086b7070f;5ce4f4af-eee3-578a-bbc3-a78047c81a93;3aa6e3f0-75c4-5d96-abed-b04479116b9c
template,TEMPLATE-070,5,5,netgear-r6350.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf;netgear-xr500.pdf,"If the router does not start, make sure that the power adapter cable is securely plugged in. If the Internet connection or LAN connections do not function, make sure that the Ethernet cables are securely plugged in. The Internet LED on the router is lit if the Ethernet cable connecting the router an",4b9a8181-cb6c-5825-85f7-05dab83f2a3f;6b276395-29f9-5df2-adac-bbe935e47b32;d542a232-92c1-58c8-8c71-58dcdd9d87b0;4f3d2903-b1ca-556d-a4f9-f0bea742c6b5;008f6272-5253-51ec-8b8e-598e1de99165
template,TEMPLATE-071,3,3,netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,"If the WiFi LED stays off, check to see if someone pressed the **WiFi On/Off** button on the router. This button turns the WiFi radios in the router on and off. If someone disabled the WiFi radios by using the router web interface, the WiFi LED also stays off. The WiFi LED is lit when the WiFi radio",5cdde1bb-9f34-58f5-a81e-b80ef1f7b022;5e4c620b-8e9a-595e-b473-d20226e52eb0;69cd245a-1266-5f23-8f16-78765bdd9f5c
template,TEMPLATE-072,3,3,netgear-r6350.pdf;netgear-rax120.pdf;netgear-raxe500.pdf,"If you already created a Dynamic DNS account with NETGEAR, No-IP, or DynDNS, you can set up the router to use your account. **To set up Dynamic DNS if you already created an account:** 1. Launch a web browser from a computer or mobile device that is connected to the router network. 2. Enter **http:/",9acc9454-6ed4-5e0b-b834-bfcc7e38529f;e43b60ee-74fd-5d48-823c-2588148d4411;ccb7ddd9-5080-5a0c-86f9-954c5f84972b
template,TEMPLATE-073,4,4,netgear-r6350.pdf;netgear-rax120.pdf;netgear-rax50.pdf;netgear-raxe500.pdf,"If you are experiencing trouble connecting over WiFi to the router, try to isolate the problem: • Does the WiFi device or computer that you are using find your WiFi network? If not, check the WiFi LED on the router. If it is off, you can press the **WiFi On/Off** button on the router to turn the rou",04bd2000-f1cc-52d9-9646-2736f0fb6c18;48b55cf6-5b08-527e-bd26-f4183bca41e2;6fddf705-f785-5ad9-8645-470660354f7c;7f780013-53bc-5600-8aa2-8a4eefeebdf3
