document_id,filename,product_model,block_id,block_type,text,char_count,word_count,token_estimate,page_start,page_end,page_bin,heading_depth,parent_heading_ids,section_path,topic_labels,topic_classification,evidence_shape,table_figure_flag,block_sequence,text_block_sequence,char_start,char_end,text_sha256,question_allowed,review_reason,source_frame_id,duplicate_cluster_id,exact_duplicate_cluster_id,template_duplicate_cluster_id
e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,db5f8935-dde2-5c3a-bfa8-a2300f62d0ab,TEXT_BLOCK,"**To set up a fixed IPv6 Internet connection:**
1. Launch a web browser from a computer or mobile device that is connected to the
router network.
2. Enter **http://www.routerlogin.net**.
A login window opens.
3. Enter the router admin user name and password.
The user name is **admin**. The password is the one that you specified the first time
that you logged in. The user name and password are case-sensitive.
The BASIC Home page displays.
4. Select **ADVANCED > Advanced Setup > IPv6**.
The IPv6 page displays.
5. From the **Internet Connection Type** menu, select **Fixed**.
The page adjusts.
6. Configure the fixed IPv6 addresses for the WAN connection:
• **IPv6 Address/Prefix Length**. The IPv6 address and prefix length of the router
WAN interface.
• **Default IPv6 Gateway**. The IPv6 address of the default IPv6 gateway for the
router’s WAN interface.
• **Primary DNS Server**. The primary DNS server that resolves IPv6 domain name
records for the router.
• **Secondary DNS Server**. The secondary DNS server that resolves IPv6 domain
name records for the router.
**Note:** If you do not specify the DNS servers, the router uses the DNS servers that
are configured for the IPv4 Internet connection on the Internet Setup page. (See
Manually set up the Internet connection on page 24.)
7. Select an IP Address Assignment radio button:
**• Use DHCP Server**. This method passes more information to LAN devices but
some IPv6 systems might not support the DHCPv6 client function.
**• Auto Config**. This is the default setting.
This setting specifies how the router assigns IPv6 addresses to the devices on your
home network (the LAN).
8. In the **IPv6 Address/Prefix Length** fields, specify the static IPv6 address and prefix
length of the router’s LAN interface.
If you do not specify an ID here, the router generates one automatically from its MAC
address.
9. Select an IPv6 Filtering radio button:
**• Secured**. In secured mode, which is the default mode, the router inspects both
TCP and UDP packets.
**• Open**. In open mode, the router inspects UDP packets only.
10. Click the **Apply** button.
Your settings are saved.",2133,351,534,32,33,P1,3,2a680a84-9935-5733-9781-609e3395a4b1;df48dc5e-0136-5d38-a28e-c0e537029fe8;df7673b2-1167-5cb0-a684-43b52b1d68a7,Specify Your Internet Settings > Specify IPv6 Internet connections > Set up an IPv6 fixed Internet connection,,manual_review_pending,multi_block_procedure,False,63,31,31696,33829,919138248bb824baca3c572976a232bdd2ab13ef0bebfbe50f8e05980e51ec27,True,text-backed candidate; reviewer required,e65eaa31-8579-448d-a22c-88a8fde64409:db5f8935-dde2-5c3a-bfa8-a2300f62d0ab,TEMPLATE-028,,TEMPLATE-028
e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,5c7cdd1d-9c90-5e6d-ab8c-3d5c3661a3fe,TEXT_BLOCK,"**To set up an IPv6 Internet connection with a DHCP server:**
1. Launch a web browser from a computer or mobile device that is connected to the
router network.
2. Enter **http://www.routerlogin.net**.
A login window opens.
3. Enter the router admin user name and password.
The user name is **admin**. The password is the one that you specified the first time
that you logged in. The user name and password are case-sensitive.
The BASIC Home page displays.
4. Select **ADVANCED > Advanced Setup > IPv6**.
The IPv6 page displays.
5. From the **Internet Connection Type** menu, select **DHCP**.
The page adjusts.
The router automatically detects the information in the following fields:
• **Router’s IPv6 Address on WAN**. This field shows the IPv6 address that is acquired
for the router’s WAN (or Internet) interface. The number after the slash (/) is the
length of the prefix, which is also indicated by the underline (_) under the IPv6
address. If no address is acquired, the field displays Not Available.
• **Router’s IPv6 Address on LAN**. This field shows the IPv6 address that is acquired
for the router’s LAN interface. The number after the slash (/) is the length of the
prefix, which is also indicated by the underline (_) under the IPv6 address. If no
address is acquired, the field displays Not Available.
6. (Optional) In the **User Class (If Required)** field, enter a host name.
Most people can leave this field blank, but if your ISP gave you a specific host name,
enter it here.
7. (Optional) In the **Domain Name (If Required)** field, enter a domain name.
You can type the domain name of your IPv6 ISP. Do not enter the domain name for
the IPv4 ISP here. For example, if your ISP’s mail server is mail.xxx.yyy.zzz, type
xxx.yyy.zzz as the domain name. If your ISP provided a domain name, type it in this
field. For example, Earthlink Cable might require a host name of home, and Comcast
sometimes supplies a domain name.
8. Select an IPv6 Domain Name Server (DNS) Address radio button:
**• Get Automatically from ISP**. Your ISP uses DHCP to assign your DNS servers.
Your ISP automatically assigns this address.
**• Use These DNS Servers**. If you know that your ISP requires specific servers, select
this option. Enter the IP address of your ISP’s primary DNS server. If a secondary
DNS server address is available, enter it also.
9. Select an IP Address Assignment radio button:
**• Use DHCP Server**. This method passes more information to LAN devices but
some IPv6 systems might not support the DHCv6 client function.
**• Auto Config**. This is the default setting.
This setting specifies how the router assigns IPv6 addresses to the devices on your
home network (the LAN).
10. (Optional) Select the **Use This Interface ID** check box and specify the interface ID
to be used for the IPv6 address of the router’s LAN interface.
If you do not specify an ID here, the router generates one automatically from its MAC
address.
11. Select an IPv6 Filtering radio button:
**• Secured**. In secured mode, which is the default mode, the router inspects both
TCP and UDP packets.
**• Open**. In open mode, the router inspects UDP packets only.
12. Click the **Apply** button.
Your settings are saved.",3212,548,803,33,34,P2,3,2a680a84-9935-5733-9781-609e3395a4b1;df48dc5e-0136-5d38-a28e-c0e537029fe8;d5afc34b-e429-5b32-a7d5-4300b056d15b,Specify Your Internet Settings > Specify IPv6 Internet connections > Set up an IPv6 DHCP Internet connection,,manual_review_pending,multi_block_procedure,False,65,32,33830,37042,6fa70e2ebc9f1b95077c00dcdddfee49a1c4cefad5b268ec74cb88eb6b5cd60a,True,text-backed candidate; reviewer required,e65eaa31-8579-448d-a22c-88a8fde64409:5c7cdd1d-9c90-5e6d-ab8c-3d5c3661a3fe,TEMPLATE-035,EXACT-032,TEMPLATE-035
e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,84c85809-aca9-59ec-93c0-ca4292209b4e,TEXT_BLOCK,"**To set up a PPPoE IPv6 Internet connection:**
1. Launch a web browser from a computer or mobile device that is connected to the
router network.
2. Enter **http://www.routerlogin.net**.
A login window opens.
3. Enter the router admin user name and password.
The user name is **admin**. The password is the one that you specified the first time
that you logged in. The user name and password are case-sensitive.
The BASIC Home page displays.
4. Select **ADVANCED > Advanced Setup > IPv6**.
The IPv6 page displays.
5. From the **Internet Connection Type** menu, select **PPPoE**.
The page adjusts.
The router automatically detects the information in the following fields:
• **Router’s IPv6 Address on WAN**. This field shows the IPv6 address that is acquired
for the router’s WAN (or Internet) interface. The number after the slash (/) is the
length of the prefix, which is also indicated by the underline (_) under the IPv6
address. If no address is acquired, the field displays Not Available.
• **Router’s IPv6 Address on LAN**. This field shows the IPv6 address that is acquired
for the router’s LAN interface. The number after the slash (/) is the length of the
prefix, which is also indicated by the underline (_) under the IPv6 address. If no
address is acquired, the field displays Not Available.
6. In the **Login** field, enter the login information for the ISP connection.
This is usually the name that you use in your email address. For example, if your main
mail account is JerAB@ISP.com, you would type JerAB in this field. Some ISPs (like
Mindspring, Earthlink, and T-DSL) require that you use your full email address when
you log in. If your ISP requires your full email address, type it in this field.
7. In the **Password** field, enter the password for the ISP connection.
8. In the **Service Name** field, enter a service name.
If your ISP did not provide a service name, leave this field blank.
**Note:** The default setting of the **Connection Mode** menu is Always On to provide
a steady IPv6 connection. The router never terminates the connection. If the
connection is terminated, for example, when the modem is turned off, the router
attempts to reestablish the connection immediately after the PPPoE connection
becomes available again.
9. Select an IPv6 Domain Name Server (DNS) Address radio button:
**• Get Automatically from ISP**. Your ISP uses DHCP to assign your DNS servers.
Your ISP automatically assigns this address.
**• Use These DNS Servers**. If you know that your ISP requires specific servers, select
this option. Enter the IP address of your ISP’s primary DNS server. If a secondary
DNS server address is available, enter it also.
10. Select an IP Address Assignment radio button:
**• Use DHCP Server**. This method passes more information to LAN devices but
some IPv6 systems might not support the DHCv6 client function.
**• Auto Config**. This is the default setting.
This setting specifies how the router assigns IPv6 addresses to the devices on your
home network (the LAN).
11. (Optional) Select the **Use This Interface ID** check box and specify the interface ID
to be used for the IPv6 address of the router’s LAN interface.
If you do not specify an ID here, the router generates one automatically from its MAC
address.
12. Select an IPv6 Filtering radio button:
**• Secured**. In secured mode, which is the default mode, the router inspects both
TCP and UDP packets.
**• Open**. In open mode, the router inspects UDP packets only.
13. Click the **Apply** button.
Your settings are saved.",3535,593,884,35,36,P2,3,2a680a84-9935-5733-9781-609e3395a4b1;df48dc5e-0136-5d38-a28e-c0e537029fe8;cfd4c179-5c7c-50d9-a938-98f5c4a3af03,Specify Your Internet Settings > Specify IPv6 Internet connections > Set up an IPv6 PPPoE Internet connection,,manual_review_pending,multi_block_procedure,False,67,33,37043,40578,fef2f0d2213011ba22f0c43484d8e952ee3e25fa8f44b3762cbe1d2234bfbf4f,True,text-backed candidate; reviewer required,e65eaa31-8579-448d-a22c-88a8fde64409:84c85809-aca9-59ec-93c0-ca4292209b4e,TEMPLATE-030,EXACT-027,TEMPLATE-030
e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,e87e22a2-a89c-58a7-9ff2-ff82463e19a7,TEXT_BLOCK,"**To set up an IPv6 Internet connection through auto configuration:**
1. Launch a web browser from a computer or mobile device that is connected to the
router network.
2. Enter **http://www.routerlogin.net**.
A login window opens.
3. Enter the router admin user name and password.
The user name is **admin**. The password is the one that you specified the first time
that you logged in. The user name and password are case-sensitive.
The BASIC Home page displays.
4. Select **ADVANCED > Advanced Setup > IPv6**.
The IPv6 page displays.
5. From the **Internet Connection Type** menu, select **Auto Config**.
The page adjusts.
The router automatically detects the information in the following fields:
• **Router’s IPv6 Address on WAN**. This field shows the IPv6 address that is acquired
for the router’s WAN (or Internet) interface. The number after the slash (/) is the
length of the prefix, which is also indicated by the underline (_) under the IPv6
address. If no address is acquired, the field displays Not Available.
• **Router’s IPv6 Address on LAN**. This field shows the IPv6 address that is acquired
for the router’s LAN interface. The number after the slash (/) is the length of the
prefix, which is also indicated by the underline (_) under the IPv6 address. If no
address is acquired, the field displays Not Available.
6. (Optional) In the **DHCP User Class (If Required)** field, enter a host name.
Most people can leave this field blank, but if your ISP gave you a specific host name,
enter it here.
7. (Optional) In the **DHCP Domain Name (If Required)** field, enter a domain name.
You can type the domain name of your IPv6 ISP. Do not enter the domain name for
the IPv4 ISP here. For example, if your ISP’s mail server is mail.xxx.yyy.zzz, type
xxx.yyy.zzz as the domain name. If your ISP provided a domain name, type it in this
field. For example, Earthlink Cable might require a host name of home, and Comcast
sometimes supplies a domain name.
8. Select an IPv6 Domain Name Server (DNS) Address radio button:
**• Get Automatically from ISP**. Your ISP uses DHCP to assign your DNS servers.
Your ISP automatically assigns this address.
**• Use These DNS Servers**. If you know that your ISP requires specific servers, select
this option. Enter the IP address of your ISP’s primary DNS server. If a secondary
DNS server address is available, enter it also.
9. Select an IP Address Assignment radio button:
• **Use DHCP Server**. This method passes more information to LAN devices but
some IPv6 systems might not support the DHCv6 client function.
• **Auto Config**. This is the default setting.
This setting specifies how the router assigns IPv6 addresses to the devices on your
home network (the LAN).
10. (Optional) Select the **Use This Interface ID** check box and specify the interface ID
to be used for the IPv6 address of the router’s LAN interface.
If you do not specify an ID here, the router generates one automatically from its MAC
address.
11. Select an IPv6 Filtering radio button:
**• Secured**. In secured mode, which is the default mode, the router inspects both
TCP and UDP packets.
**• Open**. In open mode, the router inspects UDP packets only.
12. Click the **Apply** button.
Your settings are saved.",3237,550,810,36,38,P2,3,2a680a84-9935-5733-9781-609e3395a4b1;df48dc5e-0136-5d38-a28e-c0e537029fe8;b3d008fa-cac6-5559-8cb5-a16f23b0ad51,Specify Your Internet Settings > Specify IPv6 Internet connections > Use auto config for an IPv6 Internet connection,,manual_review_pending,multi_block_procedure,False,69,34,40579,43816,ed248d41872a98e942d8cb06cb1d2ee3c11b9178468a84e0d4cea24d54acc61b,True,text-backed candidate; reviewer required,e65eaa31-8579-448d-a22c-88a8fde64409:e87e22a2-a89c-58a7-9ff2-ff82463e19a7,TEMPLATE-032,EXACT-029,TEMPLATE-032
e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,41a1822f-3f8a-56e0-bf8a-f9eccef671b6,TEXT_BLOCK,"The 6rd protocol makes it possible to deploy IPv6 to sites using a service provider’s
IPv4 network. 6rd uses the service provider’s own IPv6 address prefix. This limits the
operational domain of 6rd to the service provider’s network and is under direct control
of the service provider. The IPv6 service provided is equivalent to native IPv6. The 6rd
mechanism relies on an algorithmic mapping between the IPv6 and IPv4 addresses that
are assigned for use within the service provider’s network. This mapping allows for
automatic determination of IPv4 tunnel endpoints from IPv6 prefixes, allowing stateless
operation of 6rd.
With a 6rd tunnel configuration, the router follows the RFC5969 standard, supporting
two ways to establish a 6rd tunnel IPv6 WAN connection:
• **Auto Detect mode**. In IPv6 Auto Detect mode, when the router receives option 212
from the DHCPv4 option, autodetect selects the IPv6 as 6rd tunnel setting. The router
uses the 6rd option information to establish the 6rd connection.
• **Manual mode**. Select **6rd Tunnel**. If the router receives option 212, the fields are
automatically completed. Otherwise, you must enter the 6rd settings.
**To set up an IPv6 6rd Internet connection:**
1. Launch a web browser from a computer or mobile device that is connected to the
router network.
2. Enter **http://www.routerlogin.net**.
A login window opens.
3. Enter the router admin user name and password.
The user name is **admin**. The password is the one that you specified the first time
that you logged in. The user name and password are case-sensitive.
The BASIC Home page displays.
4. Select **ADVANCED > Advanced Setup > IPv6**.
The IPv6 page displays.
5. From the **Internet Connection Type** menu, select **6rd**.
The page adjusts.
The router automatically detects the information in the following sections:
**• 6rd (IPv6 Rapid Development) Configuration**. The router detects the service
provider’s IPv4 network and attempts to establish an IPv6 6rd tunnel connection.
If the IPv4 network returns 6rd parameters to the router, the page adjusts to display
the correct settings in this section.
**• Router’s IPv6 Address on LAN**. This field shows the IPv6 address that is acquired
for the router’s LAN interface. The number after the slash (/) is the length of the
prefix, which is also indicated by the underline (_) under the IPv6 address. If no
address is acquired, the field displays Not Available.
6. Select an IPv6 Domain Name Server (DNS) Address radio button:
**• Get Automatically from ISP**. Your ISP uses DHCP to assign your DNS servers.
Your ISP automatically assigns this address.
**• Use These DNS Servers**. If you know that your ISP requires specific servers, select
this option. Enter the IP address of your ISP’s primary DNS server. If a secondary
DNS server address is available, enter it also.
7. Select an IP Address Assignment radio button:
**• Use DHCP Server**. This method passes more information to LAN devices but
some IPv6 systems might not support the DHCPv6 client function.
**• Auto Config**. This is the default setting.
This setting specifies how the router assigns IPv6 addresses to the devices on your
home network (the LAN).
8. (Optional) Select the **Use This Interface ID** check box and specify the interface ID
that you want to be used for the IPv6 address of the router’s LAN interface.
If you do not specify an ID here, the router generates one automatically from its MAC
address.
9. Select an IPv6 Filtering radio button:
**• Secured**. In secured mode, which is the default mode, the router inspects both
TCP and UDP packets.
**• Open**. In open mode, the router inspects UDP packets only.
10. Click the **Apply** button.
Your settings are saved.",3715,607,929,38,40,P2,3,2a680a84-9935-5733-9781-609e3395a4b1;df48dc5e-0136-5d38-a28e-c0e537029fe8;48456de3-570e-590c-b361-23a2f2b3e5b0,Specify Your Internet Settings > Specify IPv6 Internet connections > Set up an IPv6 6rd Internet connection,,manual_review_pending,multi_block_procedure,False,71,35,43817,47532,0275c476786c94495f961cddaeced39fff745acafcc73ddb18ac5b647ded6c28,True,text-backed candidate; reviewer required,e65eaa31-8579-448d-a22c-88a8fde64409:41a1822f-3f8a-56e0-bf8a-f9eccef671b6,TEMPLATE-104,EXACT-093,TEMPLATE-104
e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,6bfc01f5-9448-58d3-8765-27e712fd3624,TEXT_BLOCK,"The maximum transmission unit (MTU) is the largest data packet a network device
transmits.",90,14,23,40,40,P2,2,2a680a84-9935-5733-9781-609e3395a4b1;0ae50a13-30f8-5bfa-850e-fa561165521a,Specify Your Internet Settings > Manage the MTU size,,manual_review_pending,single_block,False,73,36,47533,47623,a8e10b6de95f8f3621e759472ab7a9c568c3ffc9ea990c39b2c0fb16b063bb01,True,text-backed candidate; reviewer required,e65eaa31-8579-448d-a22c-88a8fde64409:6bfc01f5-9448-58d3-8765-27e712fd3624,TEMPLATE-112,EXACT-099,TEMPLATE-112
e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,6fa573f9-aa9e-58a8-ae1b-a4dfefb50545,TEXT_BLOCK,"When one network device communicates across the Internet with another, the data
packets travel through many devices along the way. If a device in the data path uses a
lower maximum transmission unit (MTU) setting than the other devices, the data packets
must be split or “fragmented” to accommodate the device with the smallest MTU.
The best MTU setting for NETGEAR equipment is often the default value. In some
situations, changing the value fixes one problem but causes another. Leave the MTU
unchanged unless one of these situations occurs:
• You experience problems connecting to your Internet service, and the technical
support of either the Internet service provider (ISP) or NETGEAR recommends
changing the MTU setting.
For example, if a secure website does not open, or displays only part of a web page,
you might need to change the MTU.
• You use VPN and experience severe performance problems.
• You used a program to optimize MTU for performance reasons and now you are
experiencing connectivity or performance problems.
**CAUTION:** An incorrect MTU setting can cause Internet communication problems. For
example, you might not be able to access certain websites, frames within websites,
secure login pages, or FTP or POP servers.
If you suspect an MTU problem, a common solution is to change the MTU to 1400. If
you are willing to experiment, you can gradually reduce the MTU from the maximum
value of 1500 until the problem goes away. The following table describes common MTU
sizes and applications.
Table 2. Common MTU sizes
MTU Application
1500 The largest Ethernet packet size. This setting is typical for connections that do not use
PPPoE or VPN and is the default value for NETGEAR routers, adapters, and switches.
1492 Used in PPPoE environments.
1472 Maximum size to use for pinging. (Larger packets are fragmented.)
1468 Used in some DHCP environments.
1458 Used in PPPoA environments.
1436 Used in PPTP environments or with VPN.",1951,321,488,40,41,P2,3,2a680a84-9935-5733-9781-609e3395a4b1;0ae50a13-30f8-5bfa-850e-fa561165521a;9e123ef4-f909-52c7-ba7a-bb3f10759099,Specify Your Internet Settings > Manage the MTU size > MTU concepts,,manual_review_pending,table_or_figure_textual,True,75,37,47624,49575,05c4c4c36749fd66f50d40eb78562f06e854c98e2a2bf9f63503de0e49c8f492,True,text-backed table/figure; reviewer must verify,e65eaa31-8579-448d-a22c-88a8fde64409:6fa573f9-aa9e-58a8-ae1b-a4dfefb50545,TEMPLATE-144,EXACT-131,TEMPLATE-144
e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,b082f178-7456-55df-bbbd-aa9b6c05e53e,TEXT_BLOCK,"**To change the MTU size:**
1. Launch a web browser from a computer or mobile device that is connected to the
router network.
2. Enter **http://www.routerlogin.net**.
A login window opens.
3. Enter the router admin user name and password.
The user name is **admin**. The password is the one that you specified the first time
that you logged in. The user name and password are case-sensitive.
The BASIC Home page displays.
4. Select **ADVANCED > Setup > WAN Setup**.
The WAN Setup page displays.
5. In the **MTU Size** field, enter a value from 616 to 1500.
6. Click the **Apply** button.
Your settings are saved.",612,106,153,41,41,P2,3,2a680a84-9935-5733-9781-609e3395a4b1;0ae50a13-30f8-5bfa-850e-fa561165521a;31d29c0c-ceb8-5753-9b18-e0eee693d237,Specify Your Internet Settings > Manage the MTU size > Change the MTU size,,manual_review_pending,multi_block_procedure,False,77,38,49576,50188,c9517e71f1c51318e775d0e39e8ff18420806d7383fbc3094666fdc74115f573,True,text-backed candidate; reviewer required,e65eaa31-8579-448d-a22c-88a8fde64409:b082f178-7456-55df-bbbd-aa9b6c05e53e,TEMPLATE-010,EXACT-007,TEMPLATE-010
e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,9fa2cb92-de42-538a-bfae-7114f3b6356b,TEXT_BLOCK,"The router comes with a built-in firewall that helps protect your home network from
unwanted intrusions from the Internet.
This chapter contains the following sections:
• Network access control list
• Use keywords to block Internet sites
• Delete keywords from the blocked list
• Block services from the Internet
• Prevent blocking on a trusted computer
• Schedule when to block Internet sites and services
• Set up security event email notifications",450,73,113,42,42,P2,1,7a54cda5-3f24-5a72-9fd8-534ca705882c,Control Access to the Internet,,manual_review_pending,multi_block_procedure,False,79,39,50189,50639,5127ee1cf01b10cb50cb623f9a334d3eda3f9c1022b5f58e741f57a40e5132cf,True,text-backed candidate; reviewer required,e65eaa31-8579-448d-a22c-88a8fde64409:9fa2cb92-de42-538a-bfae-7114f3b6356b,,,
e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,9a5a5bff-8b53-5c37-9d87-9ce596f7433e,TEXT_BLOCK,"You can use the network access control list (ACL) on the router to block or allow access
to your network and the Internet. The ACL identifies a WiFi or wired device by its MAC
address. The router detects the MAC addresses of the devices on the network and either
allows or denies access.
The router detects and stores the MAC addresses of devices that connect to the network,
so it lists the MAC addresses both of devices that are currently connected and any that
were previously connected.
If you set up a network ACL that *allows* all new devices to connect, the following applies:
• You can either select or manually enter devices that you want to *block* from
connecting to the network.
• All other devices are allowed access to the network.
If you set up a network ACL that *blocks* all new devices from connecting, the following
applies:
• You can either select or manually enter devices that you want to *allow* access to the
network.
• Devices that are currently connected to the network or that were allowed to connect
in the past are automatically placed on the network ACL as allowed devices.
• All other devices are denied access to the network.
**Note:** Each network device has a MAC address that serves as a unique identifier. The
MAC address is a 12-character physical address, containing the hexadecimal characters
0–9, a–f, or A–F (uppercase or lowercase) only, and separated by colons (for example,
00:09:AB:CD:EF:01). Typically, the MAC address is on the label of a device. If you cannot
see the label, you can display the MAC address using the network configuration utilities
on your computer or mobile device.",1631,281,408,43,43,P2,2,7a54cda5-3f24-5a72-9fd8-534ca705882c;9b931d2f-1a6d-5c46-8328-384cec734c2f,Control Access to the Internet > Network access control list,,manual_review_pending,multi_block_procedure,False,81,40,50640,52271,feb21bdbbd746dcf40f7bf0d779be70b8c4e3770217a1ad2361143502d6a3e52,True,text-backed candidate; reviewer required,e65eaa31-8579-448d-a22c-88a8fde64409:9a5a5bff-8b53-5c37-9d87-9ce596f7433e,TEMPLATE-185,EXACT-163,TEMPLATE-185
e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,f5872d3c-76d3-512c-bb09-69a649f6720f,TEXT_BLOCK,"When you enable network access control, you must select whether new devices are
automatically allowed to access the network or are blocked from accessing the network.
By default, devices that are already connected to the network are added to the ACL as
allowed, but you can choose to block one or more of these devices from accessing the
network.
**To enable and manage the network access control list for the entire network and**
**allow or block connected devices:**
1. Launch a web browser from a computer or mobile device that is connected to the
router network.
2. Enter **http://www.routerlogin.net**.
A login window opens.
3. Enter the router admin user name and password.
The user name is **admin**. The password is the one that you specified the first time
that you logged in. The user name and password are case-sensitive.
The BASIC Home page displays.
4. Select **ADVANCED > Security > Access Control**.
The Access Control page displays.
5. Select the **Turn on Access Control** check box.
You must select this check box before you can select an access rule and use the
Allow and Block buttons. When the Turn on Access Control check box is cleared, all
devices are allowed to connect, even if a device is on the list of blocked devices.
6. Click the **Apply** button.
Your settings are saved. Network access control is enabled.
7. Select an access rule to apply to new devices:
• **Allow all new devices to connect**: With this setting, if you connect a new device
to the network, it can access the network. You do not need to enter its MAC
address on this page. This option works for most home networks. You can also
block one or more devices from accessing the network. For more information,
see the following step.
• **Block all new devices from connecting**: With this setting, if you want to allow
a new device to connect, you must enter its MAC address on this page. (In this
situation, a new device is a device that was not previously connected to the
network.) For more information about allowing one or more devices, see the
following step.
If you block all *new* devices from connecting, the device that you are currently
using to connect to the router web interface, any other devices that are currently
connected to the network, and all devices that were allowed to connect to the
network in the past *are* still allowed access. That means that these devices are
automatically added to the network ACL as allowed devices. If you want to block
any of these devices, see the following step.
**Note:** Selecting an access rule does not affect previously blocked or allowed devices.
It applies only to *new* devices trying to access the network after you apply this setting.
8. To change access for devices that are connected or were connected to the network,
do the following:
• **Currently connected devices**:
In the table that contains the ACL, the Status column shows either Allowed or
Blocked for a device. To change the status, select the check box for the device,
and click either the **Allow** button or the **Block** button.
**Note:** If you blocked all new devices from connecting, make sure that the
computer or mobile device that you are currently using to access the router web
interface shows as Allowed in the Status column.
• **Devices that were connected in the past:**
- To manage allowed devices that are currently not connected to the network,
see Manage allowed devices currently not on the network on page 45.
- To manage blocked devices that are currently not connected to the network,
see Manage blocked devices currently not on the network on page 47.
9. Click the **Apply** button.
Your settings are saved.",3652,628,913,43,45,P2,3,7a54cda5-3f24-5a72-9fd8-534ca705882c;9b931d2f-1a6d-5c46-8328-384cec734c2f;7cc1f6ed-7540-503d-bc65-d7ed81b37ccb,"Control Access to the Internet > Network access control list > Enable the network access control list, set the access rule, and allow or block connected devices",,manual_review_pending,table_or_figure_textual,False,83,41,52272,55924,fe1e0c2a520625a26e649d6aa43e37a48ada499bcbad28fe3436cedc437f2214,True,text-backed table/figure; reviewer must verify,e65eaa31-8579-448d-a22c-88a8fde64409:f5872d3c-76d3-512c-bb09-69a649f6720f,TEMPLATE-147,,TEMPLATE-147
e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,03914fcb-62c9-5345-8ab2-2475379fe1be,TEXT_BLOCK,"If you set up an access control list (ACL) that blocks all new devices from accessing the
network, you can add new devices that must be allowed access to the network, remove
old devices, or change whether devices that were allowed must now be blocked when
they try to connect to the network.
For example, you could add a second computer or mobile device for access to the
router web management interface in case the device that you are currently using needs
to be removed from the network for repairs.
**To manage allowed devices currently not on the network:**
1. Launch a web browser from a computer or mobile device that is connected to the
router network.
2. Enter **http://www.routerlogin.net**.
A login window opens.
3. Enter the router admin user name and password.
The user name is **admin**. The password is the one that you specified the first time
that you logged in. The user name and password are case-sensitive.
The BASIC Home page displays.
4. Select **ADVANCED > Security > Access Control**.
The Access Control page displays.
5. Click the **View list of allowed devices not currently connected to the network**
link.
A table displays the detected device name, MAC address, and connection type of
the devices that are not connected but allowed to access the network.
In the following steps, we refer to the list of allowed devices not currently connected
to the network as *the list of allowed devices*.
6. To add a device to the list of allowed devices, do the following:
a. Click the **Add** button.
The Add Allowed Device page displays.
b. Enter the MAC address and device name for the device that you want to allow.
c. On the Add Allowed Device page, click the **Apply** button.
The device is added to the list of allowed devices.
7. To remove a device from the list of allowed devices, do the following:
a. Select the check box for the device.
b. Click the **Remove from the list** button.
The device is removed from the list of allowed devices.
8. To change the device status by blocking access for a device on the list of allowed
devices, do the following:
a. Select the check box for the device.
b. Click the **Edit** button.
The Edit Device Name page displays.
c. From the **Access Control** menu, selected **Block**.
d. On the Edit Device Name page, click the **Apply** button.
The device is moved to the list of blocked devices not currently connected to the
network.
9. To change the device name for a device on the list of allowed devices, do the
following:
a. Select the check box for the device.
b. Click the **Edit** button.
The Edit Device Name page displays.
c. In the **Device Name** field, enter a name.
d. On the Edit Device Name page, click the **Apply** button.
The device name is changed on the list of allowed devices.
10. Click the **Apply** button.
Your settings are saved.",2815,496,704,45,47,P2,3,7a54cda5-3f24-5a72-9fd8-534ca705882c;9b931d2f-1a6d-5c46-8328-384cec734c2f;2b023381-4bb1-5485-ab03-ca8f8476ebe7,Control Access to the Internet > Network access control list > Manage allowed devices currently not on the network,,manual_review_pending,table_or_figure_textual,False,85,42,55925,58740,1d60d91dd796d9381014e6007ebc03aa51713e882d85cffd3e832dd796ae63bd,True,text-backed table/figure; reviewer must verify,e65eaa31-8579-448d-a22c-88a8fde64409:03914fcb-62c9-5345-8ab2-2475379fe1be,TEMPLATE-081,EXACT-069,TEMPLATE-081
